用户名称,评分,评论时间,有用数,常居地,加入豆瓣时间,评论,用户url,页数
幸福的妮妮,20,"
2018-02-22
",36,福建福州, 2017-12-08," 战争场面可以啊，但是踩着战狼二来吹自己是不是太低级了呢？为这种猥琐的行为扣一星不谢，有点恶心。。。
        ",https://www.douban.com/people/170723651/,120
熊阿猫猫猫猫,30,"
2018-02-20
",1,上海, 2009-06-25," 这。。。导演可能也是为了让观众特别满意，讲了三个故事，给你三倍观影感受。我只是真的比较怀念曾经豆瓣找个7.5分的电影都让人觉得挺好看的的时代。
        ",https://www.douban.com/people/panda11/,240
熊猫饼饼好相棒,40,"
2018-02-11
",397,北京, 2011-01-19," 林超贤算是摸准了自己在内地最适合走的方向了。一个曾经梦想做警察的男人，经过《湄公河行动》，在《红海行动》里对场面和类型的掌控越发纯熟，更高更大更强，简直是海军军备大展示。战争戏不含糊，每一帧都在烧钱，动作戏气氛紧绷，尤其解救人质一场，让人不由自主屏住呼吸！
        ",https://www.douban.com/people/mrdotmao/,20
虚言之境,20,"
2018-02-21
",19,广东广州, 2015-07-11," 完全无剧情 特效是砸钱了 但是真无聊
        ",https://www.douban.com/people/131140797/,40
徐若风,30,"
2018-02-16
",160,浙江杭州, 2011-06-26," 3.5 无论摄影、场面调度、节奏掌控等技艺水平，还是剧作中对战场白描和干脆利落的群像，都秒杀近五年国产同类项，走在好莱坞级佳作级行列，至少100分钟无闲笔废戏，临场感极强。然而海清角色与最后20分钟的这条支线崩坏了整体剧作结构，强行宣扬介入内政、“世界警察”价值观，令人倍感不适，遗憾。
        ",https://www.douban.com/people/ruo1996/,0
徐小亮儿,50,"
2018-02-16
",6,上海, 2006-06-13," 绝对应该PG13，甚至PG17。断肢残骸，割喉爆头，国产电影审核史上尺度最大的战争片。除了强者无敌的slogan中二了点，其余甩开《战狼》十条街。步入电影院的抗日片拥趸们，会被林超贤的赤裸裸现代战争给吓到吧，这TM才是现实！
        ",https://www.douban.com/people/xhlaxhla/,380
宣瑾,50,"
2018-02-16
",54,广东深圳, 2017-03-20," 又一部神作军事题材，之前是地面行动，现在是海战啊，剧情都紧张刺激
        ",https://www.douban.com/people/159306302/,160
玄辂,40,"
2018-03-03
",5,浙江舟山, 2009-07-21," 我们厌恶的不是主旋律电影，我们厌恶的是烂片，尤其是不让说不好的烂片
        ",https://www.douban.com/people/isotherm/,220
薛定谔的彗星,30,"
2018-02-24
",4,陕西西安, 2016-02-19," 6.5希望红海这种人狠话不多的集体行动能代替叨逼叨的个人上蹿下跳成为主旋律战争片的道路。起码集体英雄主义不如个人英雄主义令人作呕。串联打斗场面的对话戏缺乏逻辑。
        ",https://www.douban.com/people/142176365/,440
薛定谔的文艺猫,30,"
2018-02-26
",0,广东深圳, 2011-03-20," 些许血腥
                
                
        ",https://www.douban.com/people/50238914/,280
雪,30,"
2018-02-20
",0,上海, 2006-10-12," 與激光無人打擊相比，我們還剛開始露肌肉
        ",https://www.douban.com/people/1282175/,140
血天,30,"
2018-02-20
",1,四川成都, 2013-06-10," 第一幕有多难看，第二幕就有多精彩，还颇有孤独的生还者的味道。剧情，什么，你跟我讲剧情？ ps：演技就张译在线，其他人的台词功底难以形容
        ",https://www.douban.com/people/73676769/,200
迅雷不及掩耳盗铃,50,"
2018-02-16
",68,, 2009-11-24," 能给9分 很多年以后人们会说《红海行动》是中国大片的先河
        ",https://www.douban.com/people/26526390/,100
鸦哭魔yakumo,50,"
2018-02-21
",3,北京, 2005-08-23," 这样的类型片无论从影片素质还是存在意义请每年来一部吧。但无分级情况下看到不少脑子缺根弦的二逼家长们带着不满10岁的小男孩小女孩去看血肉模糊，心中不是滋味。
        ",https://www.douban.com/people/yakumo/,480
鸭梨焗猪脚,20,"
2018-02-21
",20,, 2017-04-11," 剪辑混乱，强制3D，还有导演是不是不会讲故事??
        ",https://www.douban.com/people/160197819/,40
雅诗兰豆,30,"
2018-02-18
",0,上海, 2008-11-12," 这便是这一代中国观众的新型战争电影了吧！没有多余煽情、没有个人英雄主义、没有尴尬笑料，通篇实打实的现代战争场面，比战狼2爽脆，但也基本放弃了商业类型片的故事属性。“强者无敌”的主题，肤浅粗暴到令人诧异。张译为主的士兵们演得恰到好处，唯独海清用力过猛，与全片风格不太搭。
        ",https://www.douban.com/people/3198636/,420
娅娅娅,50,"
2018-02-16
",341,江苏南京, 2016-07-20," 一气呵成，没有大段文戏，主要在作战间隙穿插，但却更好展现了蛟龙突击队状态，两个狙击手之间的紧绷又协作的关系，女兵机枪手和石头之间感情，表现的不多确很到位每个人物都很立体不会拥挤也不会冲突，其他就是宏大的场面，燃燃燃，爽爽爽，看的酣畅淋漓，影片质量之高可以说是中国战争片的里程碑了！
        ",https://www.douban.com/people/148567289/,40
烟火佳人,20,"
2018-02-16
",17,江苏苏州, 2016-09-13," 感觉还不错 但吹的说比战狼2好 就夸张了 
        ",https://www.douban.com/people/151076960/,120
嫣然一笑,50,"
2018-02-16
",25,四川成都, 2008-11-28," 这么血腥也敢在春节上映也没谁了，当兵的真不容易，为了营救一个人，牺牲了多少，全程无尿点。
        ",https://www.douban.com/people/3278968/,460
颜粉,30,"
2018-03-01
",1,, 2016-09-16," 我咋这么讨厌黄景瑜呢
        ",https://www.douban.com/people/151204082/,220
颜落寒,30,"
2018-02-16
",7,上海, 2008-08-27," 林超贤的场面调度和演员“调教”能力一如既往地优秀，飞沙走石，血肉横飞的临场感可以说是电影院特供了。没有刻意煽情，没有个人开挂，有的只是我海军战士无所畏惧的勇气和团结作战的精神。唯一的女军人佟莉也是巾帼不让须眉，非常帅气了～～
        ",https://www.douban.com/people/yanluohan/,260
顏生,40,"
2018-02-19
",6,云南昆明, 2011-04-28," 爸爸出手，装备我有。
        ",https://www.douban.com/people/BUNDLEE/,300
彦元,30,"
2018-03-01
",0,北京, 2016-05-15," 打得很血腥很过瘾，但是剧情太假了，文戏更是又假又煽情。海军战士会开坦克，会飞鼠服滑行，而无人机飞了几十公里打一炮就坏了，你们不怕兵装集团告你们诽谤？但是比战狼二强多了，7.2分吧，平衡一下打三星。另外片头的船竟然叫广东号？知道辽宁号、山东号吗？明白以省命名的船是什么级别的了吗？
        ",https://www.douban.com/people/145854069/,440
宴休,50,"
2018-02-18
",258,北京, 2016-05-19," 该片最大的缺点其实是海报……………
        ",https://www.douban.com/people/146006118/,20
雁城,20,"
2018-02-18
",2,福建厦门, 2012-07-15," 我一再在血液断肢里想起桑塔格的问题：如何展现暴力？怎样的展示是真实的？真实的就是恰当的吗？在敌对敌、敌对我、我对敌的高强度暴力中，观众被期待产生什么样的反应呢？是反感还是正名？从战狼湄公河到红海，以当今为背景的暴力一再和政治媾和，取代历史抗战片，创造商业胜利。一个新时代或许来临了
        ",https://www.douban.com/people/63118928/,100
央槿,50,"
2018-02-18
",11,北京, 2012-12-27," 比战狼2不知高到哪里去了，几乎无尿点，血浆，速度和节奏超带感，那个叫佟莉的女性角色塑造很有感觉，把头发剃了特别帅
        ",https://www.douban.com/people/67611508/,380
杨欢喜Metiche,40,"
2018-02-22
",9,北京, 2006-01-15," 华语战争片林超贤已经无出其右了，依旧没有忽视主要人物性格的刻画。街巷戏，换人戏，狙击戏，坦克戏都非常紧张。相比来说还是张译演技更炉火纯青，海清只要跟他搭，就都没有其它时候尴尬。杜江也惊喜。女兵简直帅到爆炸，只要不开口。几处都想到比利林恩，能看出对战争对当兵的反思而不是一味爱国。
        ",https://www.douban.com/people/metiche/,220
杨清宇,20,"
2018-02-16
",150,江苏苏州, 2011-02-08," 沙漠遭遇战过后的逻辑和节奏呈断崖式的崩塌，拆分队伍意欲展现导演多线叙事的功底实则是在比拼哪个危机会得到更草率的解决。对于军迷来说比《战狼2》好，它展示了更丰富的装备和作战配合。但血腥暴力场面有过之而无不及，在如此藐视尺度的情况下却丝毫看不到对于战争的反思，毕竟勇者无惧，强者无敌。
        ",https://www.douban.com/people/47227767/,0
仰望星空,20,"
2018-02-27
",2,, 2016-03-05," 太过血腥，大过年的被忽悠去看，感觉难受。文戏很差。
        ",https://www.douban.com/people/142815078/,260
妖妖的微笑,30,"
2018-02-25
",0,上海, 2009-04-09," 猝不及防的一个枪战片儿，几乎全程都在瞄准射击战斗。是，够惊心动魄热血沸腾，但剧情上是不是有点弱了，真实事件的人情部分还有待打造。
        ",https://www.douban.com/people/ruirui710/,480
椰树草海,10,"
2018-02-24
",3,, 2007-09-13," 8.5说不是买的 我是不相信的
        ",https://www.douban.com/people/1839952/,200
叶初止,30,"
2018-02-24
",2,, 2013-05-14," 全程突突突，耳膜要炸裂。吃了顾顺x李懂的cp。
        ",https://www.douban.com/people/72526702/,220
夜空中最亮的星,50,"
2018-02-16
",51,山西大同, 2014-02-17," 比《战狼2》更好看的主旋律题材电影，超燃！这个春节，终于不用再看《西游记》、《澳门风云》之类的烂片了！没有槽点，从头打到尾，虽然有些镜头略血腥，但也是影片没有分级的原因，绝对的推荐！
        ",https://www.douban.com/people/action552200/,300
夜路微雨,30,"
2018-02-18
",3,北京, 2016-01-29," 前半个小时躁动难耐想出影院，后半个小时大型轰炸观影疲劳，说实话还不如湄公河行动，那部的编剧起码动了脑子。3D视效除了坑钱就是表现慢速镜头下的子弹头有多牛逼，唯一亮点就是没有太过渲染民族情怀，主角是可以战亡的。还有改自真实事件的部分微不足道，不要随意卖情怀！
        ",https://www.douban.com/people/141274194/,400
夜色微澜,20,"
2018-02-18
",4,山东烟台, 2011-09-09," 陪弟弟。3D想骂。一不打就四处亮手机文戏太弱，还好全程轰炸算够劲，更幸好团体作战不是冷锋魔幻个人英雄，有开挂也没翻白眼。各种烧焦烂肉断头锯腿割肉断胳膊断指头大特写，色情和暴力的区别对待到了极致。巷战想起拯救瑞恩坦克战狂怒，结束想起敦刻尔克，只能说主旋律已是最好的，个中差距一言难尽
        ",https://www.douban.com/people/zzhclytie/,260
夜围炉,50,"
2018-02-16
",1,广东深圳, 2008-08-04," 奔着看军事动作片去的，结果看到了一个现代战争大片，高潮迭起连绵不绝的感觉，演技到位，情感爆满，故事动人，拍出了《拯救大兵瑞恩》的质感，诚意满满。必须二刷!
        ",https://www.douban.com/people/2779111/,420
夜潇狂,30,"
2018-02-21
",0,甘肃兰州, 2012-01-16," 花样是真的多。。
                
                
        ",https://www.douban.com/people/57833598/,220
夜郁,30,"
2018-02-19
",0,"Lyon, France", 2011-04-09," 强行真实等于不真实，摩洛哥的法籍华人讲英语?wtf?然后，记者这条线简直就是因为这部戏没有点女性角色就成了基友世界强行加的一样。其余部分都很好，尤其是战争场面拍得刺激生动，完全堪比好莱坞级别，异常过瘾，比yy战狼好了一百部空天猎。主旋律海军宣传片相对来说也没那么恶心。
        ",https://www.douban.com/people/50734827/,320
一步之遥,50,"
2018-02-16
",31,湖北襄阳, 2012-01-13," 这电影韩国再过二十年也拍不出来
        ",https://www.douban.com/people/57750379/,320
一朵小浮云,10,"
2018-02-20
",6,上海, 2007-08-02," 有啥好看？粉丝都说战争的残酷啊，接受现实教育啊，人家可没觉得断手断脚少半个脑袋半张脸皮是什么大事，不断强调“强者无敌”呢。不分级真是该死，为了赚春节票房良心都不要，是不是洗钱？
        ",https://www.douban.com/people/shoshana/,200
一个大写的拒绝,30,"
2018-02-26
",1,北京, 2010-04-03," 炮兵服役回来的小侄子在我旁边一直：hia？什么军礼？什么发型？这也太不合理了吧？海军是不是缺人了？
        ",https://www.douban.com/people/Bplus/,220
一个神经病,30,"
2018-02-17
",0,北京, 2008-12-14," 动作场面比战狼2强
        ",https://www.douban.com/people/3347040/,480
一根曲木,30,"
2018-02-17
",0,云南昆明, 2012-03-10," 全程热血，难得主旋律电影没尴尬到我，还是很难得的
        ",https://www.douban.com/people/59334722/,420
